startup,industry,funding_stage,amount_usd,description,year_found,founders,investors,funding_year,city,state,country
Vayana Network,Financial Services,Scaling,30000000.0,"Vayana Network is an electronic network that connects Corporates and their Supply Chain to Financial Institutions for easy, quick and low-cost access to Trade Financing of their Payables and Receivables.",2017.0,Ramaswamy Iyer,"CDC Group, Jungle Ventures, March Capital, Marshall Wace",2021,Pune,Maharashtra,India
Valuationary,Online Retail,Validation,100000.0,EdTech platform upskilling candidates to bag deserving finance job roles.,2020.0,"Pratik Bajaj, Kunal Shah, Mahip Gupta","Ashish Jain, Ajay Surana",2021,Surat,Gujarat,India
Knocksense,Online Retail,Not classified,150000.0,Knocksense is a local news and recommendations platform.,2016.0,"Varul Mayank, Vibhore Mayank","We Founder Circle, Appyhigh, Mumbai Angels",2021,Lucknow,Uttar Pradesh,India
Petpooja,IT & Technology,Not classified,4500000.0,"Petpooja is the largest next-generation PoS platform for the F&B sector with more than 25,000+ clients across India and UAE.",2011.0,"Apurv Patel, Parthiv Patel","Aroa Ventures, GVFL, Udaan",2021,Ahmedabad,Gujarat,India
Wingreens Farms,Online Retail,Not classified,17000000.0,"Wingreens Farms is a fully integrated (farm to retail) Food Company in the business of making and selling a range of fresh, healthy, tasty and innovative food products.",2011.0,"Anju C Srivastava, Arjun Srivastava","Investcorp, Omidyar Network",2021,Gurugram,Haryana,India
Doola,Online Retail,Not classified,3000000.0,The ultimate One-Stop-Shop™? to help US and Non-US Founders to turn an idea into their dream US Business,2020.0,"Arjun Mahadevan, JP Pincheira",Nexus Venture Partners,2021,New York,New York,United States
EyeMyEye,Consumer Goods,Scaling,2000000.0,"Shop the latest Eyeglasses, Sunglasses, Power Sunglasses, Contact Lens and more.",2021.0,Ganesh Iyer,2000000,2021,Gurugram,Haryana,India
Bombay Hemp Company,Online Retail,Not classified,2000000.0,"BOHECO was founded to research on and promote industrial hemp, the super crop of our era in India. BOHECO was formally registered under The Companies Act",2013.0,"Avnish Pandya, Delzaad Deolaliwala","Riteesh Mohan Bakshi, Raghav Mohan Bakshi, Achin Kochar",2021,Mumbai,Maharashtra,India
DGV,IT & Technology,Scaling,3000000.0,NeoBanking for Bharat,2019.0,Ragavan Venkatesan,"Info Edge Ventures, Omnivore",2021,Bengaluru,Karnataka,India
GuardianLink,IT & Technology,Scaling,12000000.0,Building tech infrastructure to help NFT commerce go mainstream,2017.0,"Ramkumar Subramaniam, Kamesh Elangovan",Kalaari Capital,2021,Chennai,Tamil Nadu,India
Clinikk,Healthcare & Life Sciences,Scaling,4000000.0,Transforming health insurance by building India's first managed care model,2016.0,"Dr.Suraj Baliga, Bhavjot Kaur",MassMutual Ventures,2021,Bengaluru,Karnataka,India
Toplyne,IT & Technology,Not classified,2500000.0,Toplyne helps sales teams at product-led companies convert their freemium users!,2021.0,"Rishen Kapoor and Ruchin Kulkarni, Rohit Khanna","Sequoia Capital , Together Fund",2021,Bengaluru,Karnataka,India
Mensa,Online Retail,Scaling,135000000.0,"Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.",2021.0,Ananth Narayanan,"Alpha Wave Ventures, Falcon Edge Capital",2021,Bengaluru,Karnataka,India
GENLEAP,Online Retail,Early Traction,8000000.0,GenLeap is India’s first self-discovery and career lifecycle management platform.,2021.0,"Sachin Sandhir, Nimish Gupta, Nitin Thakur, Shweta Kataria","Vivek Vaidya, Kevin Donlon, Ayush Singh",2021,Haryana,Haryana,India
Planys,Online Retail,Scaling,1600000.0,Planys is an Indian deep tech start-up creating a paradigm shift in the underwater inspection industry.,2015.0,"Tanuj Jhunjhunwala, Vineet Upadhyay, Rakesh Sirikonda","Kieretsu Forum, Lets Venture, Shell",2021,Chennai,Tamil Nadu,India
Wonderchef,Consumer Goods,Not classified,20000000.0,"Wonderchef Cookware and Appliances is a perfect blend of health, taste, and convenience that inspires us to 'cook with pride'.",2009.0,Ravi Saxena,"Sixth Sense Ventures, Godrej Family office, Malpani Group",2021,Mumbai,Maharashtra,India
GoKwik,IT & Technology,Scaling,15000000.0,GoKwik is a platform for solving shopping experience problems on e-commerce websites on the internet.,2020.0,"Chirag, Vivek Bajpai, Ankush Talwar",Sequoia Capital India,2021,NCT Delhi,National Capital Territory,India
Velocity,Financial Services,Scaling,20000000.0,"Velocity provides revenue based financing, up to Rs 3 crores, for marketing and inventory spends of online businesses.",2020.0,"Saurav Swaroop, Abhiroop Medhekar, Atul Khichariya",Valar Ventures,2021,Bengaluru,Karnataka,India
SalaryBox,Financial Services,Early Traction,4000000.0,SalaryBox is solution that makes employee management effortless.,2020.0,"Nikhil Goel, Peeyush Goyal","Y-Combinator, AME Cloud Ventures, Gokul Rajaram",2021,Gurugram,Haryana,India
Boingg,Online Retail,Early Traction,200000.0,D2C furniture brand,2019.0,"Neha Indoria, Dhruvan Barar",Inflection Point Ventures,2021,Gurugram,Haryana,India
Better Capital,Online Retail,Not classified,15000000.0,"Better is a top-tier India-focused pre-seed venture firm with a portfolio of 100+ companies including stellar successes like Rupeek, Open, Khatabook, Bijak",2006.0,Vaibhav Domkundwar,Not recorded,2021,Nagpur,Maharashtra,India
Tickertape,Financial Services,Not classified,5000000.0,"Tickertape provides data, information & content for Indian stocks, ETFs & indices",2019.0,Ujjwal Ankur,Smallcase,2021,Bengaluru,Karnataka,India
Zenpay Solutions,Financial Services,Not classified,3000000.0,"India’s fastest growing fintech company, which has revolutionized the ultimate banking experience especially by reaching out to thousands of blue-collared employees by promoting digital banking solutions across India.",2019.0,Ankit Bhargava,"The StarupLab, AngelBay",2021,NCT Delhi,National Capital Territory,India
Disprz,Online Retail,Scaling,13000000.0,An AI-powered right skilling suite that helps enterprises unlock business potential.,2015.0,"Subramanian Viswanathan, Kuljit Chadha","Dallas Venture Capital, Mars Growth Capital",2021,Mumbai,Maharashtra,India
Arbo Works,IT & Technology,Not classified,3000000.0,Finance technology,2021.0,Caesar Sengupta,Sequoia Capital,2021,Mountain View,California,United States
Inzpira,Online Retail,Early Traction,300000.0,"Inzpira is India's only Live online 1:1 platform for Language Learning & Test Preparation that lets users instantly connect with expert trainers and learn anytime, from anywhere.",2021.0,"Rohith Namboothiri, Sruthy Ramesh","Raj Nair, Gopinath Latpate",2021,Thiruvananthapuram,Kerala,India
Defy,Financial Services,Not classified,5500000.0,Building India's first social crypto exchange,2021.0,"Bhagaban Behera, Sriharsha Setty, Nakul Kelkar","Y Combinator, Goat VC, JAM Fund, Goodwater Capital",2021,Bengaluru,Karnataka,India
Mindhouse,Healthcare & Life Sciences,Early Traction,6000000.0,Mindhouse is a Yoga & Nutrition driven personalized healthcare platform.,2019.0,"Pooja Khanna, Pankaj Chaddah","Binny Bansal, General Catalyst",2021,Gurugram,Haryana,India
Homversity,Online Retail,Not classified,155000.0,Homversity is the digital ecosystem that aims to support the 93 BN USD student housing & Co-living industry in India.,2017.0,Saurav Kumar Sinha,Not recorded,2021,Ahmedabad,Gujarat,India
Toppersnotes,Online Retail,Early Traction,1000000.0,"Toppersnotes is an edtech company, primarily operating in the test preparation industry.",2015.0,"Ayush Agarwal, Devendra Dhaka, Arpit Bansal",Inflection Point Ventures,2021,Jaipur,Rajasthan,India
NoBroker.com,Online Retail,Scaling,2100000.0,NoBroker is a disruptive force in the Real Estate Industry.,2014.0,"Akhil Gupta, Amit, Saurabh","General Atlantic, Tiger Global, Moore Strategic Ventures",2021,Bengaluru,Karnataka,India
Haber,Manufacturing,Scaling,20000000.0,"Real-time, automated insights to increase plant efficiency",2017.0,"Vipin Raghavan, Priya Venkat, Arjunan PN",Ascent Capital,2021,Pune,Maharashtra,India
True Balance,Financial Services,Not classified,30000000.0,"Balancehero India Private Limited (BHI), the wholly owned subsidiary of Balancehero Co. Ltd., Korea which runs and operates mobile App “True Balance”.",2014.0,Cheolwon Lee,"Northern Arc, Arthmate, Shine Star, E clear, Hinduja",2021,Gurugram,Haryana,India
Recordent,Financial Services,Not classified,400000.0,Helping MSMEs collect customer dues faster & reduce risk by checking credit & payment history before offering credit,2018.0,Winny Patro,"Family Office of Kantamaneni, IIM Calcutta Innovation Park",2021,Hyderabad,Telangana,India
Koparo,Consumer Goods,Early Traction,700000.0,Koparo is a direct-to-consumer brand that is addressing the needs of modern Indian families and their homes.,2020.0,Simran Khara,"Saama Capital﻿, ﻿Titan Capital﻿, DSG Consumer Partners",2021,NCT Delhi,National Capital Territory,India
Indifi,Financial Services,Not classified,40000000.0,Indifi believes in helping small businesses grow by offering loans to those that have potential and intent.,2015.0,Alok Mittal,"Omidyar Network, Flourish Ventures, Elevar Equity, Accel",2021,Gurugram,Haryana,India
Settl,Online Retail,Early Traction,500000.0,Settl. is a technology-driven accommodation platform focused on providing a convenient and high-quality living experience for young millennials.,2020.0,"Abhishek Tripathi, Bharath Bhaskar, Ashok Reddy","ah! Ventures, We Founder Circle",2021,Bengaluru,Karnataka,India
Park+,IT & Technology,Scaling,25000000.0,Building an eco-system for car owners which will be a one-stop solution for all their needs.,2019.0,Amit Lakhotia,"Sequoia Capital, Matrix Partners",2021,NCT Delhi,National Capital Territory,India
Simple Energy,Manufacturing,Not classified,21000000.0,A Research and development driven company on a mission to build the future of mobility that is electric and connected.,2019.0,Suhas Rajkumar,Not recorded,2021,Bengaluru,Karnataka,India
Dream Sports,Sports,Not classified,840000000.0,"Dream Sports is India’s leading sports technology company with brands such as Dream11, world’s largest fantasy sports platform",2008.0,Harsh Jain,"Falcon Edge, DST Global, D1 Capital, Redbird Capital, Tiger Global",2021,Mumbai,Maharashtra,India
Spinny,Manufacturing,Scaling,248000000.0,Spinny is a new age used car end-to-end platform in India.,2015.0,"Niraj Singh, Mohit Gupta, Ramanshu Mahaur","Abu Dhabi Growth Fund, Tiger Global",2021,Gurugram,Haryana,India
Rentomojo,Online Retail,Not classified,10000000.0,"Furniture, appliances, electronics, and fitness products on monthly rental subscriptions.",2014.0,Geetansh Bamania,"Accel, Bain Capital",2021,Bengaluru,Karnataka,India
Slice,Financial Services,Scaling,220000000.0,"Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards",2015.0,"Rajan Bajaj, Siva Kumar Tangudu","Tiger Global, Insight Partners",2021,Bengaluru,Karnataka,India
21K School,Online Retail,Scaling,5000000.0,"21K School is India's First Online School that provides a complete online school experience and personalized learning – anytime, anywhere.",2020.0,"Santosh Kumar, Yeshwanth Raj Parasmal, Dinesh Kumar, Joshi Kumar",Ronnie Screwvala,2021,Bengaluru,Karnataka,India
Adda247,Online Retail,Scaling,20000000.0,"The multilingual edtech platform provides 360 degree learning solutions catering to all major educational needs of Tier II, tier III including online courses for  competitive exams",2016.0,"Anil Nagar, Saurabh Bansal",WestBridge Capital,2021,Gurugram,Haryana,India
Loop Health,Healthcare & Life Sciences,Not classified,12000000.0,India's first health insurance with unlimited primary care for employees.,2018.0,"Amrit Singh, Mayank Kale","Elevation, General Catalyst",2021,Pune,Maharashtra,India
Rupifi,Financial Services,Exit Options,1000000.0,Embedded Lending for Small Businesses,2020.0,"Jawaid Iqbal, Dhruv Bhushan",Alteria Capital,2021,Bengaluru,Karnataka,India
RENEE Cosmetics,Consumer Goods,Scaling,1500000.0,"RENÉE Cosmetics is an Indian makeup brand empowering bold & beautiful women with innovative, cruelty-free products.",2019.0,"Priyank Shah, Ashutosh Valani, Aashka Goradia Goble","Equanimity Ventures, 9Unicorns",2021,Ahmedabad,Gujarat,India
Svish,Consumer Goods,Early Traction,400000.0,D2C personal hygiene startup,2020.0,"Ishan, Jaideep Mahajan",Nueva,2021,Gurugram,Haryana,India
Progcap,IT & Technology,Scaling,30000000.0,"Progcap (Desiderata Impact Ventures Private Limited) is a mission-driven, inclusive financing technology firm",2016.0,"Pallavi Shrivastava, Himanshu Chandra",Tiger Global,2021,NCT Delhi,National Capital Territory,India
Smartstaff,Online Retail,Not classified,4300000.0,Smartstaff (previously Qikwork) is a full stack blue-collar workforce management platform.,2020.0,"Arpit Dave, Viral Chhajer, Gnanesh Chilukuri, Aravind Reddy","Blume Ventures, Nexus Venture Partners",2021,Bengaluru,Karnataka,India
D’Moksha Homes,Online Retail,Early Traction,570000.0,"Artisans handcraft exquisite and environment-friendly home linens using only the most sustainable fabrics like linen, hemp, and lyocell.",2020.0,"Nimisha, Manav Dhanda","Apoorva Sharma, The Chennai Angels, Karthik Bhat",2021,Mumbai,Maharashtra,India
ANS Commerce,Online Retail,Scaling,2200000.0,ANS Commerce is India’s #1 full-stack e-commerce enabler helping brands sell online.,2017.0,"Amit Monga, Nakul Singh, Vibhor Sahare, Sushant Puri","Gokul Rajaram, Venture Catalysts",2021,Gurugram,Haryana,India
Mobileware Technologies,IT & Technology,Not classified,4700000.0,"A mobile applications development platform for technologies including Symbian, Blackberry, and early versions of iOS and Android.",2008.0,"Amitabh Kanekar, Satyajit Kanekar",Kvanto Payment Services,2021,Mumbai,Maharashtra,India
GramCover,Financial Services,Scaling,7000000.0,GramCover is a tech-enabled insurance marketplace for rural India.,2016.0,Dhyanesh Bhatt,"Siana Capital, Inflexor Ventures, Stride Ventures",2021,Noida,Uttar Pradesh,India
BYJU'S,IT & Technology,Not classified,300000000.0,BYJU’S is India's largest ed-tech company and the creator of India’s most loved school learning app.,2011.0,"Byju Raveendran, Divya Gokulnath","Oxshott Capital Partners, XN Exponent, Edelweiss",2021,Bengaluru,Karnataka,India
Hyperface,IT & Technology,Not classified,1300000.0,Empowering Brands and Fintechs to offer banking products contextually to their customers.,2021.0,"Ramanathan RV, Aishwarya Jaishankar","Kunal Shah, Better Capital",2021,Bengaluru,Karnataka,India
Licious,Online Retail,Scaling,52000000.0,"Licious is a consumer food company, focussed at delighting the world with an unmatched range of meat & meat products.",2015.0,"Vivek Gupta, Abhay",Not recorded,2021,Bengaluru,Karnataka,India
Chalo,Online Retail,Scaling,40000000.0,India’s #1 bus transport technology company.,2014.0,"Vinayak Bhavnani, Mohit Dubey","Lightrock India, Filter Capital",2021,Mumbai,Maharashtra,India
Kaar Technologies,IT & Technology,Not classified,4000000.0,"Kaar Technologies is an SAP global consultancy firm that designs, delivers and deploys cutting-edge SAP solutions for businesses around the world.",2005.0,Maran Nagarajan,BlackSoil,2021,Chennai,Tamil Nadu,India
Kissan Pro,Agriculture,Not classified,3000000.0,"Full stack solution on agri advisory, input purchase and market linkage",2021.0,Ravi Dasoundhi,EKKI,2021,Jharkhand,Jharkhand,India
